Tanggal Penjualan;Nama Customer;Usia;Gender;Pekerjaan;Event;Nama Produk;Kategori Produk;Jumlah;Satuan;Merk;Harga Produk;Total Harga
15-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Hanger;Perlengkapan Rumah;1;Pcs;Yuwei;25000;25000
15-Jan-25;William;34;Laki-laki;Pengusaha;Weekday;Lampu LED;Elektronik;1;pcs;Tidak Ada Merk;42000;42000
15-Jan-25;Eko;32;Laki-laki;Pengusaha;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;18000;18000
15-Jan-25;Bayu;33;Laki-laki;Supir/Ojek Online;Weekday;Hanger;Perlengkapan Rumah;1;Pcs;Yuwei;25000;25000
16-Jan-25;Dani;37;Laki-laki;Karyawan Swasta;Weekday;Baskom;Peralatan Dapur;1;pcs;Lion Star;35.000;35.000
16-Jan-25;Tari;30;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Sunny;25.000;25.000
16-Jan-25;Yusuf;34;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;Pcs;Tidak Ada Merk;25.000;25.000
16-Jan-25;Wulan;27;Perempuan;Pegawai Kantor;Weekday;Lampu LED;Elektronik;1;Pcs;Tidak Ada Merk;25.000;25.000
16-Jan-25;Bagas;34;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;Pcs;Tidak Ada Merk;25.000;25.000
16-Jan-25;Teguh;34;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
16-Jan-25;Teguh;35;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
16-Jan-25;Andi;35;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;Pcs;Tidak Ada Merk;25.000;25.000
16-Jan-25;Nicholas;36;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;pcs;Potens;30.000;30.000
16-Jan-25;Teguh;38;Laki-laki;Karyawan Swasta;Weekday;Sapu;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
16-Jan-25;Wulan;44;Perempuan;Ibu Rumah Tangga;Weekday;Sendok ;Peralatan Dapur;1;Lusin;Diamond;15.000;15.000
16-Jan-25;Gunawan;43;Laki-laki;Pekerja Pabrik;Weekday;Tanah Campur;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
16-Jan-25;Teguh;35;Laki-laki;Teknisi;Weekday;Stop Kontak;Elektronik;1;Pcs;Visalux;25.000;25.000
16-Jan-25;Yulia;19;Perempuan;Pelajar/Mahasiswa;Weekday;Tanah Campur;Perlengkapan Rumah;1;Bungkus;Tidak Ada Merk;20.000;20.000
16-Jan-25;Siti;22;Perempuan;Pelajar/Mahasiswa;Weekday;Tas;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;25.000;25.000
16-Jan-25;Yulianto;21;Laki-laki;Pelajar/Mahasiswa;Weekday;Tanah Campur;Perlengkapan Rumah;1;Goni;Tidak Ada Merk;17000;17000
16-Jan-25;Yulia;40;Perempuan;Ibu Rumah Tangga;Weekday;Lampu LED;Elektronik;1;pcs;Pot;30000;30000
16-Jan-25;Cahyono;42;Laki-laki;Karyawan Swasta;Weekday;Lampu LED;Elektronik;1;pcs;Pot;30000;30000
16-Jan-25;Adit;37;Laki-laki;Karyawan Swasta;Weekday;Steker;Elektronik;1;Pcs;Visalux;18000;18000
16-Jan-25;Ardi;26;Laki-laki;Pegawai Kantor;Weekday;Sendok;Peralatan Dapur;1;Pcs;Diamond;18000;18000
16-Jan-25;Gunawan;43;Laki-laki;Pekerja Pabrik;Weekday;Lampu LED;Elektronik;1;pcs;Tidak Ada Merk;42000;42000
16-Jan-25;Reyhan;31;Laki-laki;Pengusaha;Weekday;Sapu;Peralatan Dapur;1;Pcs;Sunny;25000;25000
16-Jan-25;Samsul;27;Laki-laki;Pegawai Kantor;Weekday;Lampu LED;Elektronik;1;pcs;Tidak Ada Merk;42000;42000
16-Jan-25;Arif;36;Laki-laki;Pengusaha;Weekday;Lampu LED;Elektronik;1;Pcs;Pot;27000;27000
16-Jan-25;Ayu;41;Perempuan;Pekerja Pabrik;Weekday;Tas;Perlengkapan Rumah;1;pcs;Tidak Ada Merk;25000;25000
16-Jan-25;Ridwan;32;Laki-laki;Supir/Ojek Online;Weekday;Jas Hujan;Peralatan Dapur;1;Pcs;Lion Star;35000;35000
17-Jan-25;Nur;24;Perempuan;Pegawai Kantor;Weekday;Fitting;Elektronik;2;pcs;Visalux;10.000;20.000
17-Jan-25;Nur;34;Perempuan;Ibu Rumah Tangga;Weekday;Panci;Peralatan Dapur;1;Goni;Muliya;30.000;30.000
17-Jan-25;Joko;44;Laki-laki;Pekerja Pabrik;Weekday;Karpet;Perlengkapan Rumah;4;Pcs;Tidak Ada Merk;30.000;120.000
17-Jan-25;Andi;35;Laki-laki;Teknisi;Weekday;Kalkulator;Elektronik;1;Pcs;Citizen;35.000;35.000
17-Jan-25;Yusuf;41;Laki-laki;Pekerja Pabrik;Weekday;Kran;Perkakas;4;Pcs;Tidak Ada Merk;20.000;80.000
17-Jan-25;Rina;31;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Suxing;50.000;50.000
17-Jan-25;Yanti;30;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;pcs;Tidak Ada Merk;15.000;15.000
17-Jan-25;Joko;44;Laki-laki;Pekerja Pabrik;Weekday;Polybag;Perlengkapan Rumah;3;Bungkus;Tidak Ada Merk;20.000;60.000
17-Jan-25;Desi;21;Perempuan;Pelajar/Mahasiswa;Weekday;Sapu;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;13.000;26.000
17-Jan-25;Nina;40;Perempuan;Ibu Rumah Tangga;Weekday;Sendok;Peralatan Dapur;1;Lusin;HS;10.000;10.000
17-Jan-25;Joko;44;Laki-laki;Pekerja Pabrik;Weekday;Seal Tape;Perkakas;6;Pcs;Dcota;15.000;90.000
17-Jan-25;Rizky;34;Laki-laki;Karyawan Swasta;Weekday;Saringan;Peralatan Dapur;2;Pcs;PUP;10.000;20.000
17-Jan-25;Rudi;36;Laki-laki;Karyawan Swasta;Weekday;Selang Gas;Peralatan Dapur;1;Pcs;Quantum;100.000;100.000
17-Jan-25;Budi;45;Laki-laki;Pekerja Pabrik;Weekday;Tanah Campur;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
17-Jan-25;Arif;39;Laki-laki;Karyawan Swasta;Weekday;Tampi;Peralatan Dapur;2;Pcs;Manau;15.000;30.000
17-Jan-25;Nicholas;36;Laki-laki;Karyawan Swasta;Weekday;Tampi;Peralatan Dapur;2;Pcs;Manau;15.000;30.000
17-Jan-25;Nur;23;Perempuan;Pelajar/Mahasiswa;Weekday;Tanah Campur;Perlengkapan Rumah;1;Bungkus;Tidak Ada Merk;20.000;20.000
17-Jan-25;Reni;30;Perempuan;Supir/Ojek Online;Weekday;Polybag;Perlengkapan Rumah;1;Kg;Tidak Ada Merk;25000;12500
17-Jan-25;Melati;35;Perempuan;Pegawai Kantor;Weekday;Sendok;Peralatan Dapur;1;Pcs;HS;10000;10000
17-Jan-25;Tari;40;Perempuan;Pekerja Pabrik;Weekday;Tampi;Peralatan Dapur;1;Pcs;Manau;7000;7000
17-Jan-25;Desi;37;Perempuan;Ibu Rumah Tangga;Weekday;Panci;Peralatan Dapur;1;Pcs;Muliya;40000;40000
17-Jan-25;Indah;39;Perempuan;Pekerja Pabrik;Weekday;Tampi;Peralatan Dapur;1;Pcs;Manau;20000;20000
17-Jan-25;Wulan;19;Perempuan;Pelajar/Mahasiswa;Weekday;Selang;Peralatan Dapur;1;Pcs;Quantum;100000;100000
17-Jan-25;Lina;31;Perempuan;Supir/Ojek Online;Weekday;Saringan;Peralatan Dapur;1;Pcs;PUP;8000;8000
17-Jan-25;Maya;39;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;15000;15000
17-Jan-25;Dewi;25;Perempuan;Pegawai Kantor;Weekday;Tanah Campur;Perlengkapan Rumah;1;Goni;Tidak Ada Merk;17000;17000
18-Jan-25;Wulan;44;Perempuan;Ibu Rumah Tangga;Weekday;Baskom;Peralatan Dapur;1;Goni;GM;20.000;20.000
18-Jan-25;Citra;20;Perempuan;Pelajar/Mahasiswa;Weekday;Gembok;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;15.000;15.000
18-Jan-25;Teguh;35;Laki-laki;Teknisi;Weekday;Isolasi;Elektronik;5;Pcs;Vini Tape;4.000;20.000
18-Jan-25;Lestari;23;Perempuan;Pelajar/Mahasiswa;Weekday;Hanger;Perlengkapan Rumah;1;Kg;My Sun;10.000;10.000
18-Jan-25;Maya;19;Perempuan;Pelajar/Mahasiswa;Weekday;Klem;Perkakas;5;Pcs;Tidak Ada Merk;2.000;10.000
18-Jan-25;Fauzan;41;Laki-laki;Pekerja Pabrik;Weekday;Karpet;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;30.000;60.000
18-Jan-25;Teguh;42;Laki-laki;Pekerja Pabrik;Weekday;Karpet;Perlengkapan Rumah;2;Meter;Tidak Ada Merk;30.000;60.000
18-Jan-25;Yulia;40;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Nagata;45.000;45.000
18-Jan-25;Andi;35;Laki-laki;Karyawan Swasta;Weekday;Regulator;Peralatan Dapur;1;Pcs;Destec;90.000;90.000
18-Jan-25;Nicholas;44;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;3;Goni;CJP;25.000;75.000
18-Jan-25;William;42;Laki-laki;Pekerja Pabrik;Weekday;Sapu;Perlengkapan Rumah;4;Pcs;Tidak Ada Merk;20.000;80.000
18-Jan-25;Nur;23;Perempuan;Pelajar/Mahasiswa;Weekend;Sikat;Perlengkapan Rumah;1;Pcs;Nagata;10.000;10.000
18-Jan-25;Irfan;35;Laki-laki;Karyawan Swasta;Weekday;Sendok;Peralatan Dapur;2;Lusin;HS;10.000;20.000
18-Jan-25;Gunawan;33;Laki-laki;Karyawan Swasta;Weekday;Spon ;Peralatan Dapur;5;Pcs;Susemi;10.000;50.000
18-Jan-25;William;42;Laki-laki;Pekerja Pabrik;Weekday;Tanah Campur;Perlengkapan Rumah;4;Pcs;Tidak Ada Merk;20.000;80.000
18-Jan-25;Surya;42;Laki-laki;Karyawan Swasta;Weekday;Toples;Peralatan Dapur;2;Pcs;Shinpo;15.000;30.000
18-Jan-25;Eko;35;Laki-laki;Karyawan Swasta;Weekend;Toples;Peralatan Dapur;4;Pcs;Tidak Ada Merk;10.000;40.000
18-Jan-25;Nina;21;Perempuan;Pelajar/Mahasiswa;Weekday;Tanah Campur;Perlengkapan Rumah;1;Bungkus;Tidak Ada Merk;20.000;20.000
18-Jan-25;Rina;31;Perempuan;Ibu Rumah Tangga;Weekday;Toples;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
18-Jan-25;Irfan;22;Laki-laki;Pegawai Kantor;Weekend;Sapu;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;13000;26000
18-Jan-25;Eko;32;Laki-laki;Pengusaha;Weekend;Isolasi;Elektronik;1;Meter;Vini Tape;4000;4000
18-Jan-25;Fauzan;30;Laki-laki;Supir/Ojek Online;Weekend;Gembok;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;20000;20000
18-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekend;Toples;Peralatan Dapur;4;Pcs;Tidak Ada Merk;8000;32000
18-Jan-25;Bambang;43;Laki-laki;Pekerja Pabrik;Weekend;Gembok;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;20000;20000
18-Jan-25;Joko;34;Laki-laki;Pengusaha;Weekend;Sapu;Peralatan Dapur;1;Pcs;Nagata;55000;55000
18-Jan-25;Agus;25;Laki-laki;Pegawai Kantor;Weekend;Pot;Perlengkapan Rumah;3;Pcs;CJP;20000;60000
18-Jan-25;Gilang;21;Laki-laki;Pelajar/Mahasiswa;Weekend;Regulator;Peralatan Dapur;1;Pcs;Destec;120000;120000
18-Jan-25;Teguh;38;Laki-laki;Karyawan Swasta;Weekend;Spon;Peralatan Dapur;1;Pcs;Susemi;7000;7000
18-Jan-25;Yanti;38;Perempuan;Karyawan Swasta;Weekend;Baskom;Peralatan Dapur;1;Pcs;GM;80000;80000
18-Jan-25;Yusuf;37;Laki-laki;Pengusaha;Weekend;Klem Selang;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;2000;6000
18-Jan-25;Tono;31;Laki-laki;Pegawai Kantor;Weekend;Sendok;Peralatan Dapur;3;Lsn;HS;10000;150000
19-Jan-25;Yusuf;41;Laki-laki;Pekerja Pabrik;Weekend;Celengan;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
19-Jan-25;Siti;32;Perempuan;Ibu Rumah Tangga;Weekend;Ember ;Peralatan Dapur;1;Pcs;GM;50.000;50.000
19-Jan-25;Ayu;22;Perempuan;Pelajar/Mahasiswa;Weekend;Karpet;Perlengkapan Rumah;1;Lusin;Tidak Ada Merk;20.000;20.000
19-Jan-25;Indah;19;Perempuan;Pelajar/Mahasiswa;Weekend;Klem;Perkakas;5;Pcs;Tidak Ada Merk;2.000;10.000
19-Jan-25;Yanti;21;Perempuan;Pelajar/Mahasiswa;Weekend;Pot ;Perlengkapan Rumah;1;Pcs;GM;25.000;25.000
19-Jan-25;Lina;46;Perempuan;Ibu Rumah Tangga;Weekend;Sapu ;Peralatan Dapur;1;Goni;Suxing;50.000;50.000
19-Jan-25;Wulan;27;Perempuan;Pegawai Kantor;Weekend;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
19-Jan-25;Rudi;42;Laki-laki;Pekerja Pabrik;Weekend;Sapu ;Perlengkapan Rumah;4;Pcs;Tidak Ada Merk;20.000;80.000
19-Jan-25;Samsul;37;Laki-laki;Karyawan Swasta;Weekend;Sapu ;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
19-Jan-25;Samsul;37;Laki-laki;Karyawan Swasta;Weekend;Sapu ;Peralatan Dapur;2;Pcs;Nagata;35.000;70.000
19-Jan-25;Yanto;43;Laki-laki;Pekerja Pabrik;Weekend;Sekam ;Perlengkapan Rumah;12;Pcs;Tidak Ada Merk;10.000;120.000
19-Jan-25;Ratna;21;Perempuan;Pelajar/Mahasiswa;Weekend;Sikat;Perlengkapan Rumah;1;Meter;Nagata;10.000;10.000
19-Jan-25;Reyhan;41;Laki-laki;Pekerja Pabrik;Weekend;Sikat;Perlengkapan Rumah;6;Pcs;Tidak Ada Merk;10.000;60.000
19-Jan-25;Desi;21;Perempuan;Pelajar/Mahasiswa;Weekend;Tanah Campur;Perlengkapan Rumah;1;Bungkus;Tidak Ada Merk;20.000;20.000
19-Jan-25;Nicholas;26;Laki-laki;Pegawai Kantor;Weekend;Sekam;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;8000;16000
19-Jan-25;Reyhan;31;Laki-laki;Pengusaha;Weekend;Pot;Perlengkapan Rumah;1;Pcs;GM;22000;22000
19-Jan-25;Adit;37;Laki-laki;Karyawan Swasta;Weekend;Klem Selang;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;2000;4000
19-Jan-25;Ardi;26;Laki-laki;Pegawai Kantor;Weekend;Sapu;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;13000;13000
19-Jan-25;Teguh;45;Laki-laki;Pekerja Pabrik;Weekend;Sapu;Peralatan Dapur;1;Pcs;Suxing;50000;50000
19-Jan-25;William;34;Laki-laki;Pengusaha;Weekend;Lampu LED;Elektronik;3;Pcs;Pot;22000;66000
19-Jan-25;Yanto;32;Laki-laki;Supir/Ojek Online;Weekend;Sikat;Perlengkapan Rumah;1;Pcs;Nagata;10000;10000
19-Jan-25;Rizky;22;Laki-laki;Pelajar/Mahasiswa;Weekend;Sikat;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;3000;3000
20-Jan-25;Samsul;30;Laki-laki;Teknisi;Weekend;Fitting ;Elektronik;5;Pcs;Visalux;4.000;20.000
20-Jan-25;Fajar;41;Laki-laki;Pekerja Pabrik;Weekend;Celengan;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
20-Jan-25;Samsul;30;Laki-laki;Teknisi;Weekend;Isolasi;Elektronik;5;Pcs;Vini Tape;5.000;25.000
20-Jan-25;Bayu;43;Laki-laki;Pekerja Pabrik;Weekend;Evamatic;Perkakas;6;Pcs;Tidak Ada Merk;20.000;120.000
20-Jan-25;Surya;35;Laki-laki;Teknisi;Weekend;Kabel ;Elektronik;10;Pcs;Tonn;5.000;50.000
20-Jan-25;Rizky;34;Laki-laki;Karyawan Swasta;Weekend;Gayung;Peralatan Dapur;3;Pcs;Lion Star;10.000;30.000
20-Jan-25;Reni;25;Perempuan;Pegawai Kantor;Weekend;Kabel ;Elektronik;5;Pcs;Tonn;5.000;25.000
20-Jan-25;Rudi;42;Laki-laki;Pekerja Pabrik;Weekend;Klem ;Perkakas;5;Bungkus;Tidak Ada Merk;15.000;75.000
20-Jan-25;Rahmat;37;Laki-laki;Karyawan Swasta;Weekend;Panci ;Peralatan Dapur;1;Pcs;Muliya;55.000;55.000
20-Jan-25;William;42;Laki-laki;Pekerja Pabrik;Weekend;Paku ;Perkakas;5;Bungkus;Tidak Ada Merk;15.000;75.000
20-Jan-25;Irfan;42;Laki-laki;Pekerja Pabrik;Weekend;Paku ;Perkakas;3;Bungkus;Tidak Ada Merk;15.000;45.000
20-Jan-25;Rahmat;37;Laki-laki;Karyawan Swasta;Weekend;Pisau ;Peralatan Dapur;2;Pcs;Dong Fang;15.000;30.000
20-Jan-25;Bayu;40;Laki-laki;Karyawan Swasta;Weekend;Regulator ;Peralatan Dapur;1;Pcs;Hipro;70.000;70.000
20-Jan-25;Maya;30;Perempuan;Pegawai Kantor;Weekend;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
20-Jan-25;Irfan;32;Laki-laki;Teknisi;Weekend;Lampu LED;Elektronik;1;Goni;Potens;30.000;30.000
20-Jan-25;Cahyono;42;Laki-laki;Pekerja Pabrik;Weekend;Sapu ;Perlengkapan Rumah;4;Pcs;Tidak Ada Merk;20.000;80.000
20-Jan-25;Samsul;37;Laki-laki;Karyawan Swasta;Weekend;Sapu ;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
20-Jan-25;Gunawan;33;Laki-laki;Karyawan Swasta;Weekend;Sapu ;Peralatan Dapur;2;Pcs;Sunny;25.000;50.000
20-Jan-25;Bagas;34;Laki-laki;Karyawan Swasta;Weekend;Sendok;Peralatan Dapur;1;Lusin;Diamond;20.000;20.000
20-Jan-25;Samsul;37;Laki-laki;Karyawan Swasta;Weekend;Toples;Peralatan Dapur;3;Pcs;Tidak Ada Merk;10.000;30.000
20-Jan-25;Dina;39;Perempuan;Pekerja Pabrik;Weekday;Sapu;Peralatan Dapur;1;Pcs;Sunny;25000;25000
20-Jan-25;Lina;31;Perempuan;Supir/Ojek Online;Weekday;Jas Hujan;Peralatan Dapur;1;Pcs;Dong Fang;15000;15000
20-Jan-25;Melati;35;Perempuan;Pegawai Kantor;Weekday;Celengan;Souvenir;1;Pcs;Tidak Ada Merk;5000;5000
20-Jan-25;Maya;39;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;15000;15000
20-Jan-25;Tari;40;Perempuan;Pekerja Pabrik;Weekday;Regulator;Peralatan Dapur;1;Pcs;Hipro;65000;65000
20-Jan-25;Lestari;37;Perempuan;Karyawan Swasta;Weekday;Lampu LED;Elektronik;3;Pcs;Pot;22000;66000
20-Jan-25;Ratna;21;Perempuan;Pelajar/Mahasiswa;Weekday;Sendok;Peralatan Dapur;1;Pcs;Diamond;18000;18000
20-Jan-25;Sari;20;Perempuan;Pelajar/Mahasiswa;Weekday;Sapu;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;13000;13000
20-Jan-25;Yulianto;21;Laki-laki;Pelajar/Mahasiswa;Weekday;Paku;Perlengkapan Rumah;1;Bks;Tidak Ada Merk;2000;2000
21-Jan-25;Teguh;22;Laki-laki;Pelajar/Mahasiswa;Weekday;Hanger;Perlengkapan Rumah;1;Pcs;My Sun;10.000;10.000
21-Jan-25;Arif;39;Laki-laki;Karyawan Swasta;Weekday;Ember;Peralatan Dapur;1;Pcs;GM;90.000;90.000
21-Jan-25;Teguh;38;Laki-laki;Karyawan Swasta;Weekday;Ember ;Peralatan Dapur;1;Pcs;GM;90.000;90.000
21-Jan-25;Cahyono;42;Laki-laki;Karyawan Swasta;Weekday;Ember ;Peralatan Dapur;1;Pcs;Lion Star;55.000;55.000
21-Jan-25;Ratna;21;Perempuan;Pelajar/Mahasiswa;Weekday;Karpet;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;20.000;20.000
21-Jan-25;Irfan;22;Laki-laki;Pelajar/Mahasiswa;Weekday;Keranjang Sampah;Perlengkapan Rumah;1;Meter;Nice;10.000;10.000
21-Jan-25;Fajar;35;Laki-laki;Karyawan Swasta;Weekday;Gayung;Peralatan Dapur;3;Pcs;Lion Star;10.000;30.000
21-Jan-25;Citra;30;Perempuan;Ibu Rumah Tangga;Weekday;Sapu ;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
21-Jan-25;Citra;30;Perempuan;Ibu Rumah Tangga;Weekday;Sapu ;Peralatan Dapur;1;Pcs;Suxing;50.000;50.000
21-Jan-25;Fajar;41;Laki-laki;Pekerja Pabrik;Weekday;Sapu ;Perlengkapan Rumah;4;Pcs;Tidak Ada Merk;20.000;80.000
21-Jan-25;Dewi;45;Perempuan;Ibu Rumah Tangga;Weekday;Serbet ;Peralatan Dapur;2;Pcs;Aneka Produksi;6.000;12.000
21-Jan-25;Yulianto;40;Laki-laki;Pekerja Pabrik;Weekday;Sikat ;Perlengkapan Rumah;6;Bungkus;Dato;12.000;72.000
21-Jan-25;Gilang;34;Laki-laki;Karyawan Swasta;Weekday;Toples;Peralatan Dapur;3;Pcs;Tidak Ada Merk;10.000;30.000
21-Jan-25;Ratna;30;Perempuan;Ibu Rumah Tangga;Weekday;Toples ;Peralatan Dapur;3;Pcs;Tidak Ada Merk;15.000;45.000
21-Jan-25;Desi;20;Perempuan;Pelajar/Mahasiswa;Weekday;Tas ;Perlengkapan Rumah;1;Bungkus;Tidak Ada Merk;25.000;25.000
21-Jan-25;Nur;42;Perempuan;Pekerja Pabrik;Weekday;Sikat;Perlengkapan Rumah;1;Pcs;Dato;12000;12000
21-Jan-25;Yusuf;37;Laki-laki;Pengusaha;Weekday;Toples;Peralatan Dapur;2;Pcs;Tidak Ada Merk;4000;8000
21-Jan-25;Bambang;43;Laki-laki;Pekerja Pabrik;Weekday;Sapu;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;13000;13000
21-Jan-25;Dani;37;Laki-laki;Karyawan Swasta;Weekday;Gayung;Peralatan Dapur;1;Pcs;Lion Star;10000;10000
21-Jan-25;Irfan;22;Laki-laki;Pegawai Kantor;Weekday;Ember;Peralatan Dapur;1;Pcs;Lion Star;50000;50000
22-Jan-25;Ridwan;40;Laki-laki;Karyawan Swasta;Weekday;Baskom ;Peralatan Dapur;1;pcs;Lion Star;35.000;35.000
22-Jan-25;Arif;39;Laki-laki;Karyawan Swasta;Weekday;Baskom ;Peralatan Dapur;1;Pcs;Lion Star;35.000;35.000
22-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Celengan ;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
22-Jan-25;Teguh;38;Laki-laki;Karyawan Swasta;Weekday;Ember ;Peralatan Dapur;1;Pcs;GM;90.000;90.000
22-Jan-25;Reni;30;Perempuan;Ibu Rumah Tangga;Weekday;Pisau ;Peralatan Dapur;1;Pcs;Jaya Mata;20.000;20.000
22-Jan-25;Joko;37;Laki-laki;Karyawan Swasta;Weekday;Panci ;Peralatan Dapur;1;Pcs;Muliya;55.000;55.000
22-Jan-25;Andi;45;Laki-laki;Pekerja Pabrik;Weekday;Pot ;Perlengkapan Rumah;2;Pcs;GM;25.000;50.000
22-Jan-25;Teguh;35;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
22-Jan-25;Reyhan;36;Laki-laki;Karyawan Swasta;Weekday;Sapu ;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
22-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Tanah Campur;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
22-Jan-25;Eko;32;Laki-laki;Pengusaha;Weekday;Baskom;Peralatan Dapur;1;Pcs;Lion Star;34000;34000
22-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;3;Pcs;GM;7000;21000
22-Jan-25;Bayu;33;Laki-laki;Supir/Ojek Online;Weekday;Jas Hujan;Peralatan Dapur;1;Pcs;Muliya;55000;55000
22-Jan-25;Yanto;32;Laki-laki;Supir/Ojek Online;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;15000;15000
22-Jan-25;Fajar;25;Laki-laki;Pegawai Kantor;Weekday;Celengan;Souvenir;2;Pcs;Tidak Ada Merk;3000;6000
22-Jan-25;William;34;Laki-laki;Pengusaha;Weekday;Lampu LED;Elektronik;1;Pcs;Pot;35000;35000
22-Jan-25;Rizky;22;Laki-laki;Pelajar/Mahasiswa;Weekday;Tanah Campur;Perlengkapan Rumah;1;Goni;Tidak Ada Merk;17000;17000
23-Jan-25;Bambang;33;Laki-laki;Karyawan Swasta;Weekday;Mancis;Peralatan Dapur;2;Pcs;ICO Lighter;15.000;30.000
23-Jan-25;Ridwan;40;Laki-laki;Pekerja Pabrik;Weekday;Kran ;Perkakas;4;Pcs;XP;15.000;60.000
23-Jan-25;Dani;42;Laki-laki;Pekerja Pabrik;Weekday;Polybag ;Perlengkapan Rumah;4;Bungkus;Tidak Ada Merk;20.000;80.000
23-Jan-25;Andi;35;Laki-laki;Karyawan Swasta;Weekday;Sapu;Peralatan Dapur;2;Pcs;Sunny;25.000;50.000
23-Jan-25;Agus;43;Laki-laki;Pekerja Pabrik;Weekday;Sapu ;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
23-Jan-25;Yosef;19;Laki-laki;Pekerja Pabrik;Weekday;Seal Tape;Perkakas;4;Pcs;Dcota;15.000;60.000
23-Jan-25;Agus;43;Laki-laki;Karyawan Swasta;Weekday;Sapu ;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
23-Jan-25;William;34;Laki-laki;Teknisi;Weekday;Plug ;Elektronik;2;Pcs;Visalux;20.000;40.000
23-Jan-25;Rizky;32;Laki-laki;Teknisi;Weekday;Socket ;Elektronik;1;Pcs;Visalux;30.000;30.000
23-Jan-25;Adit;37;Laki-laki;Karyawan Swasta;Weekday;Sikat ;Peralatan Dapur;1;Pcs;dato;20.000;20.000
23-Jan-25;Dewi;18;Perempuan;Pelajar/Mahasiswa;Weekday;Tanah Campur;Perlengkapan Rumah;1;Bungkus;Tidak Ada Merk;20.000;20.000
23-Jan-25;Rudi;42;Laki-laki;Pekerja Pabrik;Weekday;Tas ;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;25.000;75.000
23-Jan-25;Budi;37;Laki-laki;Karyawan Swasta;Weekday;Toples ;Peralatan Dapur;4;Pcs;Tidak Ada Merk;10.000;40.000
